PlayerId,Name,Team,Age,G,PA,AB,H,BB,HBP,HR,R,RBI,SB,OBP,SLG,wOBA,wRC+,WAR
18036,Jake Cronenworth,SDP,29,127,522,458,105,46,11,10,54,48,6,0.311538461,0.377729257,0.301047112,92.09742687,1.030468534
5297,Aaron Hicks,- - -,33,93,312,269,68,42,0,8,44,36,6,0.352564102,0.382899628,0.326187909,109.4030122,1.022507857
17128,Ramón Laureano,- - -,28,104,400,357,81,33,9,9,45,35,11,0.3075,0.37535014,0.300776249,93.16621502,1.014200215
22458,Taylor Walls,TBR,26,99,349,303,61,44,1,8,50,36,22,0.304597701,0.333333333,0.286924712,84.34363569,1.005149399
11737,Nick Castellanos,PHI,31,156,668,623,170,36,3,29,79,106,11,0.312874251,0.478330658,0.336051214,109.7224858,1.002171749
17022,Edmundo Sosa,PHI,27,103,295,274,70,8,9,10,34,30,4,0.297945205,0.434306569,0.314620584,95.36776492,0.999745132
31347,Zach Neto,LAA,22,83,324,285,63,20,15,9,37,34,5,0.303405572,0.371929824,0.298045726,85.68572494,0.998205962
27790,Evan Carter,TEX,20,22,72,59,16,12,0,5,15,12,3,0.388888888,0.610169491,0.410527127,163.3278601,0.997032605
14968,Victor Caratini,MIL,29,61,225,200,51,19,3,7,23,25,1,0.324444444,0.375,0.308160754,91.28583641,0.98041641
19611,Vladimir Guerrero Jr.,TOR,24,156,682,602,159,67,9,26,78,94,5,0.34457478,0.443521594,0.339684983,118.0845432,0.975685596
19252,Cavan Biggio,TOR,28,110,333,285,66,40,6,9,52,39,5,0.336336336,0.368421052,0.314887465,100.8889199,0.961433003
7739,Travis d'Arnaud,ATL,34,73,287,262,60,21,3,11,31,39,0,0.292682926,0.404580152,0.302308769,86.36181467,0.946226214
23733,Ezequiel Duran,TEX,24,122,439,406,112,23,7,14,55,46,8,0.324200913,0.443349753,0.330056785,107.5264007,0.944470911
20521,Nick Madrigal,CHC,26,92,294,270,71,10,9,2,34,28,10,0.311418685,0.351851851,0.293613448,82.86108865,0.93173428
16153,Austin Slater,SFG,30,89,207,185,50,20,2,5,24,20,2,0.347826086,0.4,0.330185088,110.0599979,0.928291282
9774,Christian Vázquez,MIN,32,101,353,326,73,24,1,6,34,32,1,0.27840909,0.319018404,0.263738074,65.15949057,0.918679823
21618,Alec Bohm,PHI,26,144,606,554,151,42,5,19,73,95,4,0.326732673,0.431407942,0.327113544,103.7358323,0.915335604
9627,Yan Gomes,CHC,35,116,419,382,102,21,9,10,44,63,1,0.315035799,0.408376963,0.31164071,94.93615635,0.914728276
25505,Cade Marlowe,SEA,26,34,100,88,21,12,0,3,14,11,4,0.33,0.420454545,0.327006167,111.8707736,0.91288061
7859,Charlie Blackmon,COL,36,95,408,354,100,39,11,8,57,40,4,0.367647058,0.446327683,0.354012583,107.2613704,0.908852334
24655,Owen Miller,MIL,26,90,314,291,76,17,2,5,29,27,13,0.30254777,0.37113402,0.292003255,80.46317757,0.907099689
22168,Akil Baddoo,DET,24,111,353,309,67,41,0,11,39,34,13,0.307692307,0.368932038,0.296889923,86.48376012,0.89983086
18795,Ramón Urías,BAL,29,115,395,359,95,27,8,4,45,42,3,0.329113924,0.376044568,0.311186407,98.98078306,0.883553498
3473,Anthony Rizzo,NYY,33,99,421,373,91,35,12,12,45,41,0,0.327790973,0.378016085,0.312342934,99.60671095,0.882967655
25479,Brenton Doyle,COL,25,125,427,395,80,22,4,10,47,48,21,0.25,0.344303797,0.257608995,42.68806539,0.867282583
16725,Jose Trevino,NYY,30,55,168,157,33,8,2,4,15,15,0,0.257485029,0.31210191,0.251907585,57.69834381,0.855701022
21558,Matt Vierling,DET,26,133,526,475,122,44,5,9,61,42,6,0.325714285,0.374736842,0.308387874,94.45691404,0.819342739
20505,Drew Waters,KCR,24,98,337,302,69,27,5,8,40,32,16,0.299703264,0.377483443,0.295782763,81.81026229,0.810409745
15711,Tyler O'Neill,STL,28,72,266,238,55,28,0,9,27,21,5,0.312030075,0.403361344,0.312645516,96.89631862,0.809754207
25805,Blake Sabol,SFG,25,109,341,307,72,24,6,13,36,44,4,0.300884955,0.394136807,0.303176846,91.96926613,0.790846581
25332,Endy Rodríguez,PIT,23,57,204,186,41,17,0,3,27,13,0,0.284313725,0.327956989,0.2709528,65.17914431,0.77604101
13499,Tom Murphy,SEA,32,47,159,145,42,10,1,8,19,17,0,0.335443037,0.537931034,0.367386024,139.8718347,0.761340461
29931,Jacob Young,WSN,23,32,116,102,26,10,1,0,9,9,12,0.327433628,0.343137254,0.299500276,85.27208059,0.753776107
12976,Austin Hedges,- - -,30,82,212,185,34,11,2,1,14,16,1,0.233830845,0.227027027,0.209145842,23.72592358,0.747170324
13675,Tyrone Taylor,MIL,29,80,239,227,53,8,3,9,35,34,9,0.267782426,0.436123348,0.298853111,85.05136666,0.742398989
19779,Dairon Blanco,KCR,30,68,134,121,28,10,2,2,17,17,22,0.300751879,0.404958677,0.305513446,88.55792018,0.728786993
26517,Noelvi Marte,CIN,21,34,119,110,35,8,1,3,15,15,6,0.369747899,0.454545454,0.358898063,120.4801847,0.727645568
14128,Joey Gallo,MIN,29,111,332,282,50,48,2,21,39,40,1,0.301204819,0.439716312,0.319501409,103.8280912,0.721945169
13602,Patrick Wisdom,CHC,31,96,298,264,54,30,2,23,43,46,4,0.289562289,0.503787878,0.334455404,110.2179549,0.714635394
14161,Byron Buxton,MIN,29,85,347,304,63,35,4,17,49,42,9,0.293948126,0.4375,0.311133945,98.0257455,0.710619364
20325,Alex Kirilloff,MIN,25,87,316,278,74,28,7,11,35,40,1,0.344936708,0.442446043,0.34045908,118.361006,0.706338922
19262,Garrett Hampson,MIA,28,97,250,219,60,23,3,3,30,23,5,0.348178137,0.378995433,0.321922906,100.4484255,0.703476266
17766,DJ Stewart,NYM,29,57,182,157,38,15,7,11,21,26,1,0.333333333,0.503184713,0.35706219,128.883357,0.699753196
23359,Nelson Velázquez,- - -,24,53,179,162,38,14,2,17,35,34,0,0.301675977,0.586419753,0.368414994,132.2435312,0.695256691
11899,Joc Pederson,SFG,31,120,421,354,84,57,7,15,59,51,0,0.351543942,0.420903954,0.334041721,112.6432578,0.694836451
25816,Shea Langeliers,OAK,25,135,490,448,92,34,5,22,52,63,3,0.26789366,0.412946428,0.290238166,86.82238765,0.684021395
25660,Will Brennan,CLE,25,137,454,431,114,16,5,5,41,41,13,0.297356828,0.354988399,0.283727626,79.80455522,0.680121528
12979,Javier Báez,DET,30,135,543,506,111,24,9,9,58,58,12,0.265682656,0.322134387,0.258598626,59.93099319,0.67474675
10243,Randal Grichuk,- - -,31,117,466,429,115,29,6,15,64,43,2,0.321888412,0.454545454,0.331908454,99.36967844,0.663359916
20352,Ernie Clement,TOR,27,30,52,50,19,1,0,1,7,10,1,0.384615384,0.5,0.377515207,144.3175831,0.644329331
26149,Dominic Fletcher,ARI,25,28,102,93,28,7,0,2,10,14,0,0.35,0.440860215,0.339572379,112.3856944,0.63564967
10028,Christian Bethancourt,TBR,31,104,332,315,71,13,0,11,49,33,1,0.253776435,0.38095238,0.271319766,73.52252147,0.619745534
21693,Miguel Amaya,CHC,24,52,153,128,28,12,11,5,17,18,0,0.335526315,0.3671875,0.316416243,98.13491661,0.616849558
18042,Dylan Moore,SEA,30,66,164,144,30,16,4,7,18,19,7,0.304878048,0.430555555,0.318863285,106.2241634,0.613821257
19896,Connor Wong,BOS,27,125,399,367,87,22,6,9,55,36,8,0.29040404,0.389645776,0.295268858,79.51979074,0.604367034
14712,Manuel Margot,TBR,28,98,331,306,81,18,4,3,38,37,9,0.311178247,0.369281045,0.297710708,91.82309061,0.602250799
15464,Hunter Renfroe,- - -,31,140,548,498,116,44,3,20,60,60,0,0.297445255,0.41566265,0.307979496,92.27195762,0.586551592
15585,Mike Ford,SEA,30,83,248,217,49,24,6,16,32,34,0,0.318548387,0.474654377,0.340311942,121.0975478,0.585062535
19859,René Pinto,TBR,26,38,100,98,24,2,0,6,9,16,0,0.26,0.459183673,0.303781772,96.03301768,0.562321714
27684,Michael Massey,KCR,25,128,457,425,98,23,4,15,42,55,6,0.274122807,0.383529411,0.283746646,73.46392151,0.554319483
5343,Brandon Crawford,SFG,36,93,316,279,55,28,4,7,31,38,3,0.276190476,0.318996415,0.263483453,65.38173305,0.551680449
7802,Miguel Rojas,LAD,34,125,423,385,91,26,5,5,49,31,8,0.289786223,0.322077922,0.271015319,69.10093152,0.551614666
15674,Reese McGuire,BOS,28,71,204,185,50,11,1,1,14,16,1,0.313131313,0.362162162,0.29618607,80.15582349,0.548621855
20321,Stuart Fairchild,CIN,27,96,251,215,48,25,6,5,33,27,10,0.318548387,0.376744186,0.307032867,85.73970237,0.541482927
30011,Christian Encarnacion-Strand,CIN,23,62,237,218,59,14,5,13,29,37,2,0.329113924,0.481651376,0.348251516,113.3488863,0.526559829
20599,Iván Herrera,STL,23,13,44,37,11,5,2,0,6,4,0,0.409090909,0.351351351,0.349124857,121.3310068,0.520974059
23772,Wilyer Abreu,BOS,24,27,81,73,23,8,0,2,10,13,3,0.382716049,0.479452054,0.373732007,133.9293797,0.512445544
19948,Cristian Pache,PHI,24,47,92,82,19,9,0,2,11,11,2,0.307692307,0.414634146,0.313023445,94.29796515,0.511576029
17982,Ty France,SEA,28,157,662,585,146,42,34,12,79,58,1,0.335347432,0.365811965,0.313837338,102.7389641,0.504811435
15279,Garrett Cooper,- - -,32,122,452,418,106,30,2,17,42,61,0,0.305309734,0.423444976,0.314401224,97.00515852,0.494303086
31837,Masataka Yoshida,BOS,29,139,577,534,154,34,7,15,71,72,8,0.337954939,0.445692883,0.338697818,109.6352258,0.492838137
12859,James McCann,BAL,33,69,223,205,46,8,5,6,24,26,3,0.268181818,0.380487804,0.27986408,77.26058708,0.485448824
18289,Brian Anderson,MIL,30,96,361,318,72,36,4,9,38,40,1,0.310249307,0.367924528,0.299096822,85.21460987,0.485269605
17273,Jorge Mateo,BAL,28,115,349,317,69,22,1,7,58,34,32,0.268221574,0.340694006,0.265887297,67.56850874,0.484321714
10323,Rafael Ortega,NYM,32,46,132,111,25,19,1,1,16,8,6,0.34351145,0.279279279,0.291723399,85.11795588,0.480924415
21501,Trevor Larnach,MIN,26,57,209,180,39,27,0,8,26,40,1,0.315789473,0.422222222,0.317605676,102.5135112,0.477646372
23792,Alek Thomas,ARI,23,124,398,370,85,19,4,9,51,39,9,0.272727272,0.375675675,0.27872186,71.62663986,0.470520645
12282,Rougned Odor,SDP,29,59,157,138,28,17,2,4,21,18,2,0.299363057,0.355072463,0.291241309,85.52927795,0.470425119
16357,Pablo Reyes,BOS,29,63,182,166,48,12,0,2,26,20,6,0.333333333,0.379518072,0.312230867,91.28194865,0.458313898
5254,Robbie Grossman,TEX,33,115,420,353,84,57,2,10,56,49,1,0.34047619,0.393767705,0.322493188,102.2814904,0.446455671
17620,Myles Straw,CLE,28,147,518,462,110,42,2,1,52,29,20,0.30078125,0.296536796,0.268425572,69.19347909,0.420202855
18363,Victor Robles,WSN,26,36,126,107,32,11,4,0,15,8,8,0.385245901,0.364485981,0.338448838,111.3607086,0.420081759
19455,Andruw Monasterio,MIL,26,91,314,281,73,28,3,3,38,27,7,0.331210191,0.348754448,0.303150628,87.92994086,0.415956654
16496,Forrest Wall,ATL,27,15,15,13,6,2,0,1,6,2,5,0.533333333,0.846153846,0.568631128,264.7505585,0.403570832
17484,Eloy Jiménez,CHW,26,120,489,456,124,30,1,18,50,64,0,0.316973415,0.440789473,0.324673088,104.9812848,0.402492958
15654,Billy McKinney,NYY,28,48,147,128,29,17,1,6,19,14,1,0.319727891,0.40625,0.314701732,101.2423991,0.399453808
27555,Garrett Mitchell,MIL,24,18,69,62,16,7,0,3,10,6,1,0.333333333,0.467741935,0.344367491,115.5379283,0.392321087
19890,Emmanuel Rivera,ARI,27,85,279,254,66,21,0,4,32,29,1,0.311827956,0.358267716,0.294033744,81.88288632,0.391897934
12325,Jace Peterson,- - -,33,133,426,371,79,46,4,6,35,37,15,0.304245283,0.309973045,0.275643496,75.09926336,0.390131609
13145,Josh Bell,- - -,30,150,617,547,135,63,2,22,52,74,0,0.325203252,0.418647166,0.322682135,104.5347311,0.387942489
10681,Gio Urshela,LAA,31,62,228,214,64,10,1,2,22,24,3,0.328947368,0.373831775,0.30693178,91.84768204,0.384282251
26197,Andrew Vaughn,CHW,25,151,610,561,145,36,11,21,67,80,0,0.314754098,0.431372549,0.322519782,103.4880929,0.372825129
21270,Sean Bouchard,COL,27,20,42,37,11,4,0,3,10,6,0,0.357142857,0.594594594,0.394644144,134.4773094,0.370774999
20157,Matthew Batten,SDP,28,42,136,118,30,16,1,2,19,11,1,0.348148148,0.355932203,0.316620425,102.5287841,0.363793274
22563,Gabriel Arias,CLE,23,122,345,315,66,28,1,10,36,26,3,0.275362318,0.352380952,0.275590621,74.16201966,0.361034651
24589,Richie Palacios,STL,26,31,98,90,23,6,0,6,8,16,2,0.298969072,0.511111111,0.34022264,115.3681005,0.35923862
19864,Riley Adams,WSN,27,44,158,143,39,11,2,4,8,21,0,0.331210191,0.475524475,0.344407607,115.352027,0.356083091
27630,Nick Loftin,KCR,24,19,68,62,20,4,1,0,10,10,2,0.367647058,0.43548387,0.347803904,117.8838706,0.355115782
23698,Ronny Mauricio,NYM,22,25,104,97,24,7,0,2,11,9,6,0.298076923,0.350515463,0.285931218,81.23822152,0.346629676
19928,Ryan McKenna,BAL,26,89,139,122,31,9,3,2,23,18,5,0.31617647,0.360655737,0.298289959,90.03785306,0.344094234
20017,Miles Mastrobuoni,CHC,27,60,146,130,32,13,0,1,24,5,13,0.314685314,0.307692307,0.281210925,74.55359758,0.338392587
19698,Edward Olivares,KCR,27,106,381,350,92,22,7,11,46,35,11,0.317585301,0.445714285,0.326999773,103.457427,0.328936056
21538,Nick Fortes,MIA,26,107,320,291,60,17,7,6,33,26,4,0.264984227,0.302405498,0.252987982,54.27425364,0.327167936
19600,Bryan De La Cruz,MIA,26,152,623,576,150,40,1,19,61,78,4,0.307073954,0.414930555,0.311546455,93.49804444,0.322211611
19296,Alex Call,WSN,28,127,435,372,74,52,6,8,42,37,9,0.305555555,0.306451612,0.279066244,71.58490353,0.319377631
15223,Adam Frazier,BAL,31,140,453,410,99,32,4,13,59,60,11,0.301339285,0.397560975,0.303711013,93.79703577,0.317278092
12005,Nick Martini,CIN,33,28,75,68,18,5,2,5,9,15,0,0.333333333,0.558823529,0.375848188,131.8337622,0.311593767
18054,Sam Haggerty,SEA,29,52,108,91,23,15,1,1,13,5,10,0.364485981,0.34065934,0.321052957,107.742572,0.310807952
21711,Oneil Cruz,PIT,24,9,40,32,8,7,0,1,7,4,3,0.375,0.375,0.335335921,108.3044159,0.308453641
13355,Luke Maile,CIN,32,77,196,176,42,14,5,6,17,25,2,0.312820512,0.397727272,0.311652121,88.83378327,0.307118273
16424,Jordan Luplow,- - -,29,38,84,72,16,11,1,2,11,5,2,0.333333333,0.347222222,0.302770563,91.86364527,0.305643969
15124,Tim Locastro,NYM,30,42,64,53,12,3,6,1,12,2,6,0.338709677,0.339622641,0.310287659,97.55271736,0.302658003
19318,Matt Thaiss,LAA,28,95,307,262,56,36,6,9,32,31,2,0.319218241,0.339694656,0.295381606,83.8383142,0.297257416
16623,Greg Allen,NYY,30,22,28,23,5,2,2,1,6,1,3,0.333333333,0.478260869,0.349036888,125.0518146,0.294609535
26365,Jonny Deluca,LAD,24,24,45,42,11,3,0,2,5,6,1,0.311111111,0.428571428,0.319944955,101.8751092,0.292662137
26208,Tyler Fitzgerald,SFG,25,9,30,28,7,2,0,2,3,5,2,0.3,0.535714285,0.351084234,124.0587191,0.290776889
18015,Paul DeJong,- - -,29,112,400,372,77,21,5,14,41,38,4,0.2575,0.354838709,0.266447177,65.74076382,0.290556555
12977,Michael Perez,NYM,30,2,7,7,4,0,0,0,1,0,0,0.571428571,0.714285714,0.555850702,262.0364007,0.277842376
22266,Xavier Edwards,MIA,23,29,81,75,22,3,1,0,12,3,5,0.329113924,0.333333333,0.29508683,82.47301463,0.271485493
28080,Jasson Domínguez,NYY,20,8,33,31,8,2,0,4,6,7,1,0.303030303,0.677419354,0.40288416,162.3917375,0.268877445
21716,Enmanuel Valdez,BOS,24,48,145,136,36,7,1,6,15,19,4,0.305555555,0.455882352,0.326243186,100.9986697,0.267871416
25813,Grae Kessinger,HOU,25,25,44,39,8,5,0,1,3,1,0,0.295454545,0.333333333,0.28141886,76.92778877,0.266166042
25353,Michael Stefanic,LAA,27,24,67,58,17,8,1,0,5,6,0,0.388059701,0.362068965,0.338868948,113.9942336,0.264253865
20311,Corey Julks,HOU,27,93,323,298,73,22,1,6,35,33,15,0.297213622,0.352348993,0.285563615,79.80193345,0.253063865
19151,Estevan Florial,NYY,25,18,68,59,14,6,2,0,5,8,3,0.323529411,0.322033898,0.290467641,84.43747931,0.250381034
22186,Brice Turang,MIL,23,136,445,401,88,38,1,6,46,34,26,0.287330316,0.301745635,0.263417296,61.31565532,0.231502449
15518,Amed Rosario,- - -,27,141,541,506,133,29,3,6,69,57,15,0.304990757,0.37944664,0.297538618,88.71774363,0.226848147
14773,Yu Chang,BOS,27,39,112,105,17,3,2,6,12,18,4,0.2,0.352380952,0.236253385,38.59602424,0.226269191
23986,Curtis Mead,TBR,22,23,87,79,21,6,2,1,12,5,0,0.333333333,0.367088607,0.310917582,100.9812827,0.225688438
4106,Michael Brantley,HOU,36,14,53,51,15,1,0,2,7,7,0,0.301886792,0.450980392,0.31880181,102.8506707,0.224532884
21622,Jake McCarthy,ARI,25,98,308,272,66,26,5,2,36,16,26,0.319078947,0.327205882,0.290026396,79.19867386,0.222300045
11339,Jake Marisnick,- - -,32,46,83,76,18,3,2,2,10,10,2,0.280487804,0.407894736,0.294155997,84.83398196,0.216413374
22842,Alexander Canario,CHC,23,5,13,13,5,0,0,1,1,6,0,0.384615384,0.846153846,0.506143845,225.2187582,0.209310883
20220,Jo Adell,LAA,24,16,57,53,11,4,0,3,7,6,0,0.263157894,0.471698113,0.309155859,93.38995054,0.209221158
18887,Seby Zavala,- - -,29,72,189,171,29,12,2,7,17,18,1,0.229946524,0.30994152,0.23702284,43.73722462,0.204491817
12434,Kevin Pillar,ATL,34,80,202,193,45,6,0,9,29,32,4,0.252475247,0.424870466,0.285064634,74.81130263,0.204075451
13770,Rob Refsnyder,BOS,32,88,241,201,50,32,5,1,30,28,7,0.364016736,0.31840796,0.314150693,92.6132351,0.199660931
17907,Brendan Rodgers,COL,26,45,188,174,46,11,3,4,21,20,0,0.319148936,0.396551724,0.313009449,79.79654278,0.199282799
26368,JJ Bleday,OAK,25,81,299,253,50,41,2,10,35,27,5,0.311036789,0.359683794,0.298625081,92.63822099,0.196498872
19844,Abraham Toro,MIL,26,9,21,18,8,2,1,2,4,9,0,0.523809523,0.777777777,0.543768766,249.1014153,0.196336314
19358,Weston Wilson,PHI,28,7,20,14,4,6,0,1,4,2,3,0.5,0.5,0.441324547,180.2369466,0.193611288
22532,Tyler Freeman,CLE,24,63,165,150,36,10,2,3,19,17,5,0.294478527,0.346666666,0.282640451,79.0506628,0.189315758
25643,Drew Millas,WSN,25,10,28,26,8,2,0,1,1,5,0,0.357142857,0.5,0.367659175,130.9264536,0.185028573
33189,Nolan Schanuel,LAA,21,29,132,109,30,20,3,1,19,6,0,0.401515151,0.330275229,0.336491483,112.345601,0.181474971
12861,Anthony Rendon,LAA,33,43,183,148,35,25,6,2,23,22,2,0.360655737,0.317567567,0.311751427,95.18982423,0.170561307
25616,Marco Luciano,SFG,21,13,45,39,9,6,0,0,4,0,1,0.333333333,0.307692307,0.293362792,85.39559091,0.165955682
19877,Tristan Gray,TBR,27,2,5,5,2,0,0,1,1,1,0,0.4,1,0.577111018,285.5708076,0.16518802
26477,Spencer Horwitz,TOR,25,15,44,39,10,4,1,1,5,7,0,0.34090909,0.384615384,0.322215928,105.9707788,0.16135779
16512,Isiah Kiner-Falefa,NYY,28,114,357,322,78,28,3,6,39,35,14,0.306179775,0.341614906,0.287195274,82.16828513,0.158956355
27475,Jordan Walker,STL,21,116,461,416,113,37,6,16,50,50,7,0.338394793,0.439903846,0.337588575,113.6037439,0.158017852
10200,Tucker Barnhart,CHC,32,47,123,109,22,12,1,1,6,9,1,0.284552845,0.256880733,0.249563768,53.35561584,0.155594052
17161,Chad Wallach,LAA,31,65,172,157,31,13,0,7,18,15,0,0.258823529,0.375796178,0.274940664,69.6637208,0.1553937
20126,Dylan Carlson,STL,24,76,255,219,48,26,7,5,27,27,3,0.317647058,0.333333333,0.292998075,83.73601815,0.153744808
19873,Drew Ellis,PHI,27,12,29,23,5,6,0,2,4,4,0,0.379310344,0.478260869,0.373432795,134.7615144,0.15062697
17321,Michael Chavis,WSN,27,47,96,91,22,5,0,2,15,5,1,0.28125,0.34065934,0.273113539,67.59764683,0.148430467
14130,Daniel Vogelbach,NYM,30,104,319,275,64,42,2,13,33,48,0,0.338557993,0.403636363,0.326800628,108.6134773,0.142172285
15730,Tyler Wade,OAK,28,26,55,51,13,4,0,0,8,2,4,0.309090909,0.31372549,0.278240521,78.50272509,0.139428924
19181,Zack Collins,CLE,28,2,6,4,2,2,0,0,0,0,0,0.666666666,0.5,0.526161989,247.918557,0.135919465
22209,Sam Huff,TEX,25,21,45,43,11,2,0,3,5,6,0,0.288888888,0.511627906,0.337401602,112.6196004,0.134931387
12564,Trevor Story,BOS,30,42,164,154,31,9,1,3,12,13,10,0.25,0.318181818,0.249742716,47.95008365,0.129684653
27562,Austin Wells,NYY,23,18,71,66,13,3,0,4,7,13,0,0.228571428,0.439393939,0.278379544,76.05509367,0.127562945
20178,Miguel Vargas,LAD,23,81,304,256,50,38,4,7,36,32,3,0.304635761,0.3671875,0.294959149,85.13905067,0.126553083
14894,Tony Kemp,OAK,31,124,419,359,75,44,6,5,42,27,15,0.303398058,0.303621169,0.275534525,76.62627526,0.120654065
24729,Logan O'Hoppe,LAA,23,50,194,181,43,10,2,14,22,29,0,0.283505154,0.50276243,0.330995359,108.5343618,0.117387504
19964,Eguy Rosario,SDP,23,10,32,32,8,0,0,2,5,6,0,0.25,0.53125,0.323372502,107.0514783,0.10989724
13897,Tyler Heineman,- - -,32,21,42,35,7,7,0,0,4,0,1,0.333333333,0.228571428,0.271675636,70.31160215,0.109481108
15878,Miguel Andujar,PIT,28,29,86,80,20,6,0,4,9,17,2,0.302325581,0.475,0.33109251,105.4620834,0.109158141
15104,Jonathan Davis,MIA,31,34,104,90,22,7,2,2,22,10,1,0.306930693,0.377777777,0.298117383,84.50294759,0.108507824
19997,Santiago Espinal,TOR,28,92,249,225,56,18,3,2,29,25,2,0.31174089,0.337777777,0.287498218,81.89608446,0.103346764
21293,Dalton Guthrie,PHI,27,23,28,24,4,3,1,0,4,0,0,0.285714285,0.208333333,0.239464281,45.026372,0.093218743
20287,Ben Rortvedt,NYY,25,32,79,68,8,11,0,2,6,4,0,0.240506329,0.220588235,0.219214758,35.02778671,0.088975624
31166,Heston Kjerstad,BAL,24,12,29,27,7,1,0,2,3,4,0,0.285714285,0.518518518,0.338412896,117.8607549,0.088439796
9368,Evan Longoria,ARI,37,73,233,208,47,22,0,11,25,28,0,0.296137339,0.427884615,0.310575351,92.96282906,0.087025218
19828,Cody Thomas,OAK,28,19,46,42,10,4,0,1,1,2,0,0.304347826,0.38095238,0.300269648,93.77863134,0.076938286
17932,Andrew Stevenson,MIN,29,24,37,34,7,2,1,0,4,1,4,0.27027027,0.235294117,0.233959293,44.50965404,0.075019373
22202,Jeter Downs,WSN,24,6,9,5,2,4,0,0,4,1,2,0.666666666,0.4,0.505439321,223.2147138,0.074092508
20391,Luis García,WSN,23,121,480,447,119,25,0,9,60,50,9,0.300626304,0.384787472,0.295076867,82.3091808,0.066143513
17326,Cole Tucker,COL,26,5,10,8,4,1,1,0,2,2,0,0.6,0.5,0.495204294,201.8347735,0.06520188
20626,Logan Porter,KCR,27,11,38,31,6,5,1,1,4,3,0,0.324324324,0.322580645,0.296825322,82.53321603,0.063856426
21127,Alejo Lopez,CIN,27,1,2,2,1,0,0,0,1,1,0,0.5,1,0.621734977,296.5342978,0.062419948
18821,José Azocar,SDP,27,54,98,88,20,3,2,2,15,9,8,0.268817204,0.352272727,0.271355073,72.209027,0.057716063
24262,Ceddanne Rafaela,BOS,22,27,87,81,20,4,1,2,11,5,2,0.287356321,0.395061728,0.293872594,78.55156401,0.054848801
19788,Zach Remillard,CHW,29,53,155,142,34,8,1,1,16,17,4,0.284768211,0.309859154,0.261668189,61.29108451,0.054071579
20572,Kody Clemens,PHI,27,49,148,139,32,8,1,4,15,13,0,0.277027027,0.366906474,0.280695437,72.64393336,0.052937881
13620,Carson Kelly,- - -,28,52,151,136,28,14,0,2,13,13,1,0.278145695,0.286764705,0.254965155,56.31675337,0.052130425
20002,Bryce Johnson,SFG,27,30,48,43,7,4,0,1,7,3,3,0.229166666,0.255813953,0.217561852,34.62240571,0.050720588
10642,Carlos Pérez,OAK,32,68,189,168,38,13,4,6,17,20,0,0.292553191,0.357142857,0.285395058,83.46397604,0.050523994
3298,Charlie Culberson,ATL,34,1,1,1,1,0,0,0,0,0,0,1,1,0.882494986,474.9836736,0.048987464
15653,Dominic Smith,WSN,28,152,585,527,134,46,10,12,56,46,1,0.324786324,0.366223908,0.306399562,89.89337875,0.045425027
11381,Drew Maggi,PIT,34,3,6,6,2,0,0,0,1,1,0,0.333333333,0.5,0.35432749,121.0253987,0.04413076
4314,Joey Votto,CIN,39,64,241,207,42,27,7,14,26,38,0,0.315352697,0.434782608,0.326941126,99.074705,0.043365904
27676,Vinnie Pasquantino,KCR,25,61,260,231,57,25,2,9,24,26,0,0.324324324,0.437229437,0.326785258,103.3086732,0.036026552
19983,Conner Capel,OAK,26,32,86,73,19,12,1,0,6,3,5,0.372093023,0.328767123,0.321514457,108.51066,0.033698309
15271,Austin Wynns,- - -,32,50,143,128,27,9,2,1,11,10,1,0.271428571,0.28125,0.248784588,38.73159137,0.030169436
19818,Joshua Palacios,PIT,27,90,264,247,59,12,2,10,25,40,5,0.278625954,0.412955465,0.296554869,82.32798996,0.030103837
18123,Nathan Lukes,TOR,28,29,31,26,5,4,0,0,4,2,0,0.29032258,0.307692307,0.265911896,66.92723716,0.028084727
24934,David Fry,CLE,27,58,113,101,24,8,4,4,12,15,2,0.31858407,0.415841584,0.32124076,105.8177116,0.025954106
23296,Jacob Amaya,MIA,24,4,9,9,2,0,0,0,1,2,1,0.222222222,0.222222222,0.196109997,16.176092,0.021390765
21560,Alfonso Rivas,- - -,26,47,123,109,25,9,3,3,8,15,1,0.303278688,0.422018348,0.312801717,94.17371225,0.017882241
16375,Óscar Mercado,STL,28,20,32,31,9,1,0,0,3,5,2,0.3125,0.387096774,0.303792836,90.9665933,0.017807178
10199,Billy Hamilton,CHW,32,3,2,2,0,0,0,0,2,0,2,0,0,0,-100,0.011925472
13854,Anthony Bemboom,BAL,33,6,13,11,2,2,0,0,0,0,0,0.307692307,0.181818181,0.242843995,51.58933096,0.010086384
